enrichmentPriority,ownerName,ownerTargetId,priorityTier,outreachReady,needsEnrichment,outreachTrack,intentScore,outreachScore,primaryDealTrigger,brandDecisionEligiblePropertyCount,contactName,contactEmail,contactPhone,contactLinkedIn,hasVerifiedPersonEmail,contactGaps,suggestedAction,mxCorporateSeedSlug,companyWebsite,topLeadAsset,topLeadBrand,topLeadCity,calaPropertyCount,linkedContactCount,pitchAngle
P0_outreach_ready,Velas Resorts,rec5NwZfYr6SJzdoT,A,true,false,third_party_brand_decision,88,100,new_build,7,Juan Vela Ruiz,,,https://www.linkedin.com/in/juan-vela-ruiz-03192a167,false,none_outreach_ready,Send intro — outreach ready,velas-resorts,https://velasresorts.com,Grand Velas Boutique Hotel Los Cabos,,Cabo San Lucas,7,4,"Pre-brand development — brand/operator evaluation before flag commitment (""Grand Velas Boutique Hotel Los Cabos"")."
P0_outreach_ready,Grupo Questro,recFQevg2aKfAqjHT,A,true,false,asset_owner,86,100,independent_unbranded,5,Eduardo Sánchez Navarro Redo,,,https://mx.linkedin.com/in/eduardo-s%C3%A1nchez-navarro-redo-68b9aa46,false,none_outreach_ready,Send intro — outreach ready,grupo-questro,https://www.questro.com,Dreams Los Cabos Suites Golf Resort & Spa,Dreams Resorts & Spas,San Jose Del Cabo,5,1,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Dreams Los Cabos Suites Golf Resort & Spa"" and portfolio."
P0_outreach_ready,Fibra Hotel Mexico,rec7RiI5ANnAxOzus,A,true,false,third_party_brand_decision,84,99,brand_renewal_window,74,Eduardo López García,,,https://www.linkedin.com/in/eduardo-l%C3%B3pez-garc%C3%ADa-8a5b5a1a,false,none_outreach_ready,Send intro — outreach ready,fibra-hotel-mexico,https://fibrahotel.mx,Fiesta Inn Periférico Sur,Fiesta Inn,Mexico City,74,1,Approaching estimated brand/management renewal window — evaluate alternatives before recommit.
P0_outreach_ready,Karisma Hotels & Resorts,recZuJQx4Qu2HfNTA,A,true,false,third_party_brand_decision,84,99,independent_unbranded,3,Miguel Ortiz Millán,,,https://www.linkedin.com/in/miguelo1,false,none_outreach_ready,Send intro — outreach ready,karisma-hotels,https://karismahotels.com,Margaritaville Island Reserve Resort Riviera Maya,Margaritaville,Cuautla,6,1,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Margaritaville Island Reserve Resort Riviera Maya"" and portfolio."
P0_outreach_ready,Hoteles MX,recrPNYIp7p9MIE4A,A,true,false,third_party_brand_decision,80,95,independent_unbranded,8,Eduardo Sánchez Moreno,,,https://www.linkedin.com/in/eduardo-s%C3%A1nchez-moreno-,false,none_outreach_ready,Send intro — outreach ready,hoteles-mx,https://hotelesmx.com,"MX Forum Buenavista, Trademark Collection by Wyndham",Trademark Collection by Wyndham,Mexico City,8,1,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""MX Forum Buenavista, Trademark Collection by Wyndham"" and portfolio."
P0_outreach_ready,"Park Mizgal, S.C.",reci3ZmfMFUZ1pSZv,A,true,false,asset_owner,80,95,reflag,3,Isaac Mizrahi,,,https://www.linkedin.com/in/isaac-mizrahi-0503b43b,false,none_outreach_ready,Send intro — outreach ready,park-mizgal,https://www.sunscaperesorts.com/en/resorts-hotels/sunscape/mexico/dorado-pacifico-ixtapa/,Sunscape Dorado Pacifico Ixtapa,Sunscape Resorts & Spas,Ixtapa Zihuatanejo,3,1,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P0_outreach_ready,Tortuga Resorts,recTKF1JCEHQAQsJz,A,true,false,third_party_brand_decision,80,85,reflag,9,Gerardo Valdes,gerardo.valdes@tortugaresorts.com.mx,00 52 55 8995 7886,https://linkedin.com/in/v2gerardo,true,none_outreach_ready,Send intro — outreach ready,,,Hyatt Vivid Playa del Carmen,Hyatt Vivid,Playa Del Carmen,13,1,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P0_outreach_ready,Oasis Hotels and Resorts,rec525jqrXijwE3IA,A,true,false,third_party_brand_decision,76,91,independent_unbranded,3,Jean Agarrista,,,https://linkedin.com/in/jean-agarrista-81436522,false,none_outreach_ready,Send intro — outreach ready,oasis-hotels,https://www.linkedin.com/company/oasishotels,Dreams Sands Cancun Resort & Spa,Dreams Resorts & Spas,Cancun,3,1,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Dreams Sands Cancun Resort & Spa"" and portfolio."
P0_outreach_ready,Milenium Grupo Hotelero Mexicano,reccx0o3NksaKzp6M,A,true,false,third_party_brand_decision,76,81,independent_unbranded,15,Marcelo Guajardo Ruz,marcelo.guajardo@hotelesmilenium.com,00 52 800 468 3537,https://linkedin.com/in/mguajardor/?locale=es_ES,true,none_outreach_ready,Send intro — outreach ready,,,iStay Hotel Monterrey Historico,,Monterrey,15,3,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""iStay Hotel Monterrey Historico"" and portfolio."
P0_outreach_ready,"Owner 1: Varde Partners, Inc. | Owner 2: Flynn Properties, Inc.",recLIxoxTGmeX68k3,A,true,false,asset_owner,74,89,independent_unbranded,2,Greg Flynn,,,https://www.linkedin.com/in/gflynn,false,none_outreach_ready,Send intro — outreach ready,flynn-varde-esperanza,https://www.flynnholdings.com/flynnproperties/,"Esperanza, Auberge Collection",Auberge Collection,Cabo San Lucas,2,1,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Esperanza, Auberge Collection"" and portfolio."
P0_outreach_ready,Riu Hotels & Resorts,recikKw2HW21znRUp,A,true,false,third_party_brand_decision,72,87,development_pipeline,17,Luis Riu Güell,,,https://www.linkedin.com/in/luisriug,false,none_outreach_ready,Send intro — outreach ready,riu-hotels,https://riu.com,RIU Palace Cabo San Lucas,RIU Palace,Cabo San Lucas,32,6,Active development pipeline — multi-project brand strategy and deal workspace.
P0_outreach_ready,American Hotels Group,rec4b66hLbLaZHRzW,A,true,false,third_party_brand_decision,72,87,development_pipeline,4,Karim Saade Charur,,,https://www.linkedin.com/in/karim-saade-20258425,false,none_outreach_ready,Send intro — outreach ready,american-hotels-group,https://ahg.com.mx,voco Saltillo Suites,voco,Saltillo,4,1,Active development pipeline — multi-project brand strategy and deal workspace.
P0_outreach_ready,Club Viva International Inc,reche2pLCN2Gm75Mu,A,true,false,asset_owner,70,85,independent_unbranded,2,Amanda Santana,,,https://www.linkedin.com/in/amanda-santana-2ba71634,false,none_outreach_ready,Send intro — outreach ready,club-viva-international,https://vivaresortsbywyndham.com,"Viva Maya by Wyndham, A Trademark All Inclusive Resort",Trademark Collection by Wyndham,Playa Del Carmen,7,1,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Viva Maya by Wyndham, A Trademark All Inclusive Resort"" and portfolio."
P0_outreach_ready,Grupo Martinon Grumasa S.L.,recP8j0Ju9i2dhpOJ,A,true,false,asset_owner,60,75,brand_renewal_window,1,Alicia Martinón García,,,https://www.linkedin.com/in/alicia-martin%C3%B3n-418a6b166,false,none_outreach_ready,Send intro — outreach ready,grupo-martinon-grumasa,https://www.grupomartinon.com,Dreams Jade Resort & Spa,Dreams Resorts & Spas,Puerto Morelos,6,1,Approaching estimated brand/management renewal window — evaluate alternatives before recommit.
P0_outreach_ready,Optima Hoteles de Mexico,recAnSDcnHjNMo1oN,A,true,false,third_party_brand_decision,60,65,brand_renewal_window,6,Enrique Orozco Nava,info.optima@hotelesoptima.com,00 52 81 8174 2400,https://linkedin.com/in/enrique-orozco-nava-7994b417/?originalSubdomain=mx,true,none_outreach_ready,Send intro — outreach ready,,,Courtyard Monterrey Airport,Courtyard,Apodaca,6,1,Approaching estimated brand/management renewal window — evaluate alternatives before recommit.
P0_outreach_ready,Royalton Hotels & Resorts,reciCLtenXkoktzzB,A,true,false,third_party_brand_decision,54,59,independent_unbranded,7,Jordi Pelfort,JPelfort@BlueDiamondResorts.com,00 1 855-744-8371,,true,none_outreach_ready,Send intro — outreach ready,,https://royaltonresorts.com,"Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only",Autograph Collection,Cancun,19,3,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Royalton CHIC Cancun, An Autograph Collection All-Inclusive Resort - Adults Only"" and portfolio."
P0_outreach_ready,Palladium Hotel Group,recYdWz22zuxBqXVf,A,true,false,integrated_operator_mixed,54,59,independent_unbranded,1,Raul Benito,raul.benito@palladiumgroup.com,971 31 38 11,,true,none_outreach_ready,Send intro — outreach ready,,https://palladiumhotelgroup.com,TRS Coral Hotel,,Cancun,14,1,"Mixed portfolio — brand/franchise evaluation on third-party-flag and unbranded assets (lead: ""TRS Coral Hotel"")."
P0_outreach_ready,Inmobiliaria Turistica Delta SA de CV,recXZOo4NiejmVB7P,A,true,false,asset_owner,50,55,independent_unbranded,1,Pedro Pina,ppina@turisticadelta.com,00 52 492 925 1718,,true,none_outreach_ready,Send intro — outreach ready,,,Hotel Argento Zacatecas,,Zacatecas,1,1,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Hotel Argento Zacatecas"" and portfolio."
P0_outreach_ready,Grupo RT,recTXUadeXOARBEMf,B,true,false,asset_owner,50,55,independent_unbranded,1,Zeynep Kocacal,zeynep@psprop.com,00 1 973-338-2333,https://linkedin.com/in/zeynepbegumkocacal/,true,none_outreach_ready,Send intro — outreach ready,,,Hotel Hacienda Cocoyoc,,,1,76,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Hotel Hacienda Cocoyoc"" and portfolio."
P0_outreach_ready,Grupo Presidente,recYLqAS0TKCGTfW9,A,true,false,third_party_brand_decision,48,53,brand_renewal_window,7,Braulio Asrsuaga Losada,brulio_arsuaga@grupopresidente.com,,,true,none_outreach_ready,Send intro — outreach ready,,https://www.grupopresidente.com.mx,InterContinental Presidente Puebla,InterContinental,Puebla,7,2,Approaching estimated brand/management renewal window — evaluate alternatives before recommit.
P0_outreach_ready,Landstar Hotels,recSjstmuIoxBF1aS,A,true,false,third_party_brand_decision,46,51,independent_unbranded,3,Alberto De Santiago,adesantiago@landstarhotels.com,00 52 656 227 1700,https://linkedin.com/in/ahdesantiago/,true,none_outreach_ready,Send intro — outreach ready,,,"Vetta, Distrito Uno, Autograph Collection",Autograph Collection,Chihuahua,3,1,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Vetta, Distrito Uno, Autograph Collection"" and portfolio."
P0_outreach_ready,Barcelo Gestion Hotelera S.L.,recz4sXU8JnsGFHiA,A,true,false,integrated_operator_mixed,40,45,conversion,8,Simón Pedro Barceló Vadell,sp.barcelo@barcelo.com,971 77 17 00,,true,none_outreach_ready,Send intro — outreach ready,,https://barcelo.com,Allegro Cozumel,Allegro,Cozumel,36,6,"Mixed portfolio — brand/franchise evaluation on third-party-flag and unbranded assets (lead: ""Allegro Cozumel"")."
P1_high_intent_tier_a,Arotesa Servicions Integrales SA de CV,rec1ksl1MUX7bqU0H,A,false,true,asset_owner,86,86,independent_unbranded,4,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Review mx seed arotesa; complete missing fields,arotesa,https://www.marriott.com/en-us/hotels/cunpb-paraiso-de-la-bonita-a-luxury-collection-resort-riviera-maya-adult-all-inclusive/overview/,"Paraiso de la Bonita, a Luxury Collection Resort, Riviera Maya, Adult All-Inclusive",Luxury Collection,Puerto Morelos,4,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Paraiso de la Bonita, a Luxury Collection Resort, Riviera Maya, Adult All-Inclusive"" and portfolio."
P1_high_intent_tier_a,Galicott & Macari,rec9TWY18qs48uFK6,A,false,true,asset_owner,82,82,brand_renewal_window,4,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Review mx seed galicott-macari; complete missing fields,galicott-macari,https://www.hyattinclusivecollection.com/en/resorts-hotels/dreams/mexico/aventuras-riviera-maya/,Dreams Aventuras Riviera Maya,Dreams Resorts & Spas,,4,0,Approaching estimated brand/management renewal window — evaluate alternatives before recommit.
P2_tier_a,Marival Group,rec2UrFRQ91RRnfAw,A,false,true,asset_owner,68,68,independent_unbranded,3,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Armony Resort & Spa All Inclusive Adults Only future MGallery Collection,MGallery Collection,,3,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Armony Resort & Spa All Inclusive Adults Only future MGallery Collection"" and portfolio."
P2_tier_a,TAFER Hotels & Resorts,reccAxo2gNS63N7IB,A,false,true,third_party_brand_decision,66,66,new_build,7,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Hotel Mousai Cancun,,Cancun,7,0,"Pre-brand development — brand/operator evaluation before flag commitment (""Hotel Mousai Cancun"")."
P2_tier_a,Owner 1: Parks Hospitality Holdings | Owner 2: Fibra Uno,recDSafRSD3KaOifU,A,false,true,third_party_brand_decision,66,66,brand_renewal_window,5,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Hilton Mexico City Reforma,Hilton,Mexico City,5,0,Approaching estimated brand/management renewal window — evaluate alternatives before recommit.
P2_tier_a,Majestic Resorts,recmx5AqgkBgH72Vr,A,false,true,third_party_brand_decision,66,66,new_build,2,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,https://majestic-resorts.com,Majestic Mirage Costa Mujeres - All-Suite Resort,,,5,0,"Pre-brand development — brand/operator evaluation before flag commitment (""Majestic Mirage Costa Mujeres - All-Suite Resort"")."
P2_tier_a,Maria Alejandra Martinez Rodea,recSUIkWOBNK2byJo,A,false,true,asset_owner,66,66,brand_renewal_window,3,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Courtyard Toluca Airport,Courtyard,Toluca,3,0,Approaching estimated brand/management renewal window — evaluate alternatives before recommit.
P2_tier_a,Balderrama Hotel Collection,reckJ7lpUi3SczvXa,A,false,true,third_party_brand_decision,64,64,independent_unbranded,6,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,https://hotelesbalderrama.com,Hotel Misión Cerocahui,,,6,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Hotel Misión Cerocahui"" and portfolio."
P2_tier_a,Grupo Murano,rectkeR8wvNyGnkl1,A,false,true,asset_owner,64,64,reflag,3,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Hyatt Vivid Grand Island,Hyatt Vivid,Cancun,3,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P2_tier_a,"Enrique, Gustavo and Javier Tapia Camou",rec3uNXBcW95xB5Oe,A,false,true,asset_owner,62,62,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Sunscape Puerto Vallarta Resort & Spa,Sunscape Resorts & Spas,Puerto Vallarta,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P2_tier_a,"Gilberto, Tomasso Sandretto",recoGpr1KZ3ASbl1X,A,false,true,asset_owner,62,62,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Dreams Tulum Resort & Spa,Dreams Resorts & Spas,Tulum,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P2_tier_a,HOLA Hotels & Resorts,reccDxCBBwgZpq2OM,A,false,true,third_party_brand_decision,60,60,brand_renewal_window,5,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Ramada by Wyndham Hola Culiacan,Ramada,Culiacán,5,0,Approaching estimated brand/management renewal window — evaluate alternatives before recommit.
P2_tier_a,TM Real Estate Group,recZllqQ8CQxd1bsq,A,false,true,asset_owner,60,60,independent_unbranded,4,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,"The Fives Downtown Hotel & Residences, Curio Collection by Hilton",Curio Collection by Hilton,Playa Del Carmen,4,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""The Fives Downtown Hotel & Residences, Curio Collection by Hilton"" and portfolio."
P2_tier_a,Owner 1: CIBanco SA Institución de Banca Múltiple Fideicomiso Irrevocable DB/1616 | Owner 2: Fibra Inn,recwHrRP1VwoNXewd,A,false,true,third_party_brand_decision,60,60,brand_renewal_window,4,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Review mx seed fibra-inn; complete missing fields,fibra-inn,https://fibrainn.mx,Wyndham Garden Monterrey Valle Real,Wyndham Garden,Monterrey,4,0,Approaching estimated brand/management renewal window — evaluate alternatives before recommit.
P2_tier_a,Park Royal Hotels & Resorts,recXVuGin3WuOUyU9,A,false,true,third_party_brand_decision,58,58,independent_unbranded,11,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Review mx seed park-royal; complete missing fields,park-royal,https://parkroyalhotels.com,Park Royal Homestay Los Cabos,,San Jose Del Cabo,12,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Park Royal Homestay Los Cabos"" and portfolio."
P2_tier_a,Hoteles Mision,recQo7hlJDmo0kSlk,A,false,true,third_party_brand_decision,58,58,independent_unbranded,7,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Hotel Mision Palenque,,Palenque,7,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Hotel Mision Palenque"" and portfolio."
P2_tier_a,Arriva Hospitality Group,recSnf97Z9e8uona8,A,false,true,third_party_brand_decision,58,58,independent_unbranded,7,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Review mx seed arriva-hospitality; complete missing fields,arriva-hospitality,https://arrivahospitality.com,Vista Playa de Oro Manzanillo,,Manzanillo,7,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Vista Playa de Oro Manzanillo"" and portfolio."
P2_tier_a,Hoteles Lucerna,recggWmI4jREBR1Lw,A,false,true,third_party_brand_decision,58,58,independent_unbranded,7,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Hotel Lucerna Culiacán,,Culiacán,7,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Hotel Lucerna Culiacán"" and portfolio."
P2_tier_a,The Villa Group,rec7FDMcnkOsVQ7tP,A,false,true,asset_owner,58,58,independent_unbranded,6,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Villa del Palmar Flamingos Beach Resort & Spa Riviera Nayarit,,Nuevo Vallarta,6,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Villa del Palmar Flamingos Beach Resort & Spa Riviera Nayarit"" and portfolio."
P2_tier_a,Grupo Lomas,recJLJyGIeC2YuUVz,A,false,true,asset_owner,58,58,independent_unbranded,5,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,El Dorado Royale Spa Resort,,Playa Del Carmen,5,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""El Dorado Royale Spa Resort"" and portfolio."
P2_tier_a,El Cid Resorts,recJjzgyA2G5jflwF,A,false,true,third_party_brand_decision,58,58,independent_unbranded,5,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,El Cid Marina Beach Hotel,,Mazatlan,5,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""El Cid Marina Beach Hotel"" and portfolio."
P2_tier_a,Sunset World Group,reck1iMp7eB7zNyKS,A,false,true,asset_owner,58,58,independent_unbranded,4,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Sunset Fishermen Beach Resort,,Playa Del Carmen,4,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Sunset Fishermen Beach Resort"" and portfolio."
P2_tier_a,Mundo Imperial,recB5aNlpymWFyTJi,A,false,true,asset_owner,58,58,independent_unbranded,3,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Pierre Mundo Imperial,,Acapulco,3,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Pierre Mundo Imperial"" and portfolio."
P2_tier_a,Sandos Hotels & Resorts,recCKLrJhxr3muudA,A,false,true,third_party_brand_decision,58,58,independent_unbranded,3,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,https://sandos.com,Sandos Finisterra,,Cabo San Lucas,3,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Sandos Finisterra"" and portfolio."
P2_tier_a,Buenaventura Hotels,recRKCPJGkJawnWBl,A,false,true,third_party_brand_decision,58,58,independent_unbranded,3,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Villa Premiere Boutique Hotel & Romantic Getaway Puerto Vallarta,,Puerto Vallarta,3,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Villa Premiere Boutique Hotel & Romantic Getaway Puerto Vallarta"" and portfolio."
P2_tier_a,Original Resorts & Cruises,recYgu2w8SNKOZIZR,A,false,true,third_party_brand_decision,58,58,independent_unbranded,3,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Temptation Cancun Resort,,Cancun,3,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Temptation Cancun Resort"" and portfolio."
P2_tier_a,BF Hotels,recdgWIU5O2LaU5dO,A,false,true,third_party_brand_decision,58,58,independent_unbranded,3,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Hotel B Cozumel,,Cozumel,3,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Hotel B Cozumel"" and portfolio."
P2_tier_a,Hoteles Baruk,reciyUEzrzzq6Q06j,A,false,true,third_party_brand_decision,58,58,independent_unbranded,3,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Hotel Spa Hacienda Baruk,,Zacatecas,3,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Hotel Spa Hacienda Baruk"" and portfolio."
P2_tier_a,"Operadora Turística Hotelera, S.A. de C.V.",rec2DwpIQuaRJ4iHC,A,false,true,asset_owner,58,58,new_build,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,BON Park Hotel at VidantaWorld Nuevo Vallarta,,,1,0,"Pre-brand development — brand/operator evaluation before flag commitment (""BON Park Hotel at VidantaWorld Nuevo Vallarta"")."
P2_tier_a,"Rivera Mayan, S.A. de C.V.",rec3Tl2sLQ8xVVhZ7,A,false,true,asset_owner,58,58,new_build,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Jungala Park Hotel at VidantaWorld Riviera Maya,,,1,0,"Pre-brand development — brand/operator evaluation before flag commitment (""Jungala Park Hotel at VidantaWorld Riviera Maya"")."
