enrichmentPriority,ownerName,ownerTargetId,priorityTier,outreachReady,needsEnrichment,outreachTrack,intentScore,outreachScore,primaryDealTrigger,brandDecisionEligiblePropertyCount,contactName,contactEmail,contactPhone,contactLinkedIn,hasVerifiedPersonEmail,contactGaps,suggestedAction,mxCorporateSeedSlug,companyWebsite,topLeadAsset,topLeadBrand,topLeadCity,calaPropertyCount,linkedContactCount,pitchAngle
P1_high_intent_tier_a,Dart Hospitality,recpGpGWPFmyV2eLN,A,false,true,asset_owner,76,76,independent_unbranded,6,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,https://dart.ky,Hotel Indigo Grand Cayman,Hotel Indigo,Grand Cayman,6,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Hotel Indigo Grand Cayman"" and portfolio."
P1_high_intent_tier_a,ICH Administracao de Hoteis S.A.,rec8H9v3J8S6dN83g,A,false,true,third_party_brand_decision,74,74,independent_unbranded,42,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,"Yoo2 Rio De Janeiro, Tapestry Collection by Hilton",Tapestry Collection by Hilton,Rio de Janeiro,42,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Yoo2 Rio De Janeiro, Tapestry Collection by Hilton"" and portfolio."
P1_high_intent_tier_a,Alojica,recqVaRXgZ7Vxkm0r,A,false,true,asset_owner,74,74,independent_unbranded,5,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,"The Westin Playa Vallarta, an All-Inclusive Resort",Westin,Puerto Vallarta,5,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""The Westin Playa Vallarta, an All-Inclusive Resort"" and portfolio."
P1_high_intent_tier_a,Fortress Investment Group,rechEFaoz54Mw1SLG,A,false,true,asset_owner,74,74,independent_unbranded,2,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,"Morningstar Buoy Haus Beach Resort at Frenchman's Reef, Autograph Collection",Autograph Collection,Charlotte Amalie,2,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Morningstar Buoy Haus Beach Resort at Frenchman's Reef, Autograph Collection"" and portfolio."
P1_high_intent_tier_a,e Teck,recwihAaKkelvVPk3,A,false,true,asset_owner,74,74,independent_unbranded,2,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Hilton Trinidad & Conference Centre,Hilton,Port of Spain,2,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Hilton Trinidad & Conference Centre"" and portfolio."
P1_high_intent_tier_a,Servicios Corporativos Piñero S.L.,recuuSDdQC4NGfmaR,A,false,true,third_party_brand_decision,72,72,brand_renewal_window,17,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Bahia Principe Grand El Portillo,Bahia Principe,,17,0,Approaching estimated brand/management renewal window — evaluate alternatives before recommit.
P1_high_intent_tier_a,JHSF,reccrXI0v1GDOCOYw,A,false,true,third_party_brand_decision,72,72,brand_renewal_window,9,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Fasano São Paulo,Fasano,São Paulo,9,0,Approaching estimated brand/management renewal window — evaluate alternatives before recommit.
P1_high_intent_tier_a,Nacional Inn Hotéis,recgvGO10MGFmSilN,A,false,true,integrated_operator_mixed,70,70,independent_unbranded,31,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Dan Inn Cambuí Campinas,Dan Inn,Campinas,57,0,"Mixed portfolio — brand/franchise evaluation on third-party-flag and unbranded assets (lead: ""Dan Inn Cambuí Campinas"")."
P1_high_intent_tier_a,Owner 1: Mohari Hospitality Limited | Owner 2: Gencom,recPRV3C1Llhl5BjQ,A,false,true,third_party_brand_decision,70,70,reflag,3,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Four Seasons Resort Costa Rica at Peninsula Papagayo,Four Seasons,,3,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P2_tier_a,Marival Group,rec2UrFRQ91RRnfAw,A,false,true,asset_owner,68,68,independent_unbranded,3,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Armony Resort & Spa All Inclusive Adults Only future MGallery Collection,MGallery Collection,,3,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Armony Resort & Spa All Inclusive Adults Only future MGallery Collection"" and portfolio."
P2_tier_a,PanJam Investment Limited,recFFzWeEeZMc7KqR,A,false,true,asset_owner,68,68,independent_unbranded,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,"ROK Hotel Kingston, Tapestry Collection",Tapestry Collection by Hilton,Kingston,1,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""ROK Hotel Kingston, Tapestry Collection"" and portfolio."
P2_tier_a,Taso Hospitality Panama,rec06uJodl799OQAn,A,false,true,third_party_brand_decision,66,66,new_build,7,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Bambuda Santa Catalina,,Soná,7,0,"Pre-brand development — brand/operator evaluation before flag commitment (""Bambuda Santa Catalina"")."
P2_tier_a,TAFER Hotels & Resorts,reccAxo2gNS63N7IB,A,false,true,third_party_brand_decision,66,66,new_build,7,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Hotel Mousai Cancun,,Cancun,7,0,"Pre-brand development — brand/operator evaluation before flag commitment (""Hotel Mousai Cancun"")."
P2_tier_a,Owner 1: Parks Hospitality Holdings | Owner 2: Fibra Uno,recDSafRSD3KaOifU,A,false,true,third_party_brand_decision,66,66,brand_renewal_window,5,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Hilton Mexico City Reforma,Hilton,Mexico City,5,0,Approaching estimated brand/management renewal window — evaluate alternatives before recommit.
P2_tier_a,Majestic Resorts,recmx5AqgkBgH72Vr,A,false,true,third_party_brand_decision,66,66,new_build,5,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,https://majestic-resorts.com,Majestic Mirage Costa Mujeres - All-Suite Resort,,,5,0,"Pre-brand development — brand/operator evaluation before flag commitment (""Majestic Mirage Costa Mujeres - All-Suite Resort"")."
P2_tier_a,Sirenis Hotels & Resorts,rec7haHAHc9MJX9mc,A,false,true,third_party_brand_decision,66,66,new_build,3,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Grand Sirenis San Andrés,,San Andres,3,0,"Pre-brand development — brand/operator evaluation before flag commitment (""Grand Sirenis San Andrés"")."
P2_tier_a,Maria Alejandra Martinez Rodea,recSUIkWOBNK2byJo,A,false,true,asset_owner,66,66,brand_renewal_window,3,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Courtyard Toluca Airport,Courtyard,Toluca,3,0,Approaching estimated brand/management renewal window — evaluate alternatives before recommit.
P2_tier_a,Condominio Edificio Convention Corp Plaza Torre,reciN9SpfTRoJgB0b,A,false,true,asset_owner,66,66,brand_renewal_window,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Wyndham Sao Paulo Ibirapuera Convention Plaza Hotel,Wyndham,São Paulo,1,0,Approaching estimated brand/management renewal window — evaluate alternatives before recommit.
P2_tier_a,Hemisferio Sul Investimentos,recaRfLi7eiksL8nf,A,false,true,asset_owner,64,64,reflag,7,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,InterContinental Sao Paulo,InterContinental,São Paulo,7,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P2_tier_a,BHG S.A. - Brazil Hospitality Group,rec24hcW62y0lZFhx,A,false,true,third_party_brand_decision,64,64,reflag,6,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Novotel Rio de Janeiro Leme,Novotel,Rio de Janeiro,6,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P2_tier_a,Balderrama Hotel Collection,reckJ7lpUi3SczvXa,A,false,true,third_party_brand_decision,64,64,independent_unbranded,6,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,https://hotelesbalderrama.com,Hotel Misión Cerocahui,,,6,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Hotel Misión Cerocahui"" and portfolio."
P2_tier_a,Deville Hoteis e Turismo Ltda,recBdGe7ejirmIshr,A,false,true,third_party_brand_decision,64,64,independent_unbranded,4,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Deville Prime Salvador,,Salvador,4,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Deville Prime Salvador"" and portfolio."
P2_tier_a,Accor South America,recMH6We2qojx86LS,A,false,true,asset_owner,64,64,reflag,4,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Ibis Guarulhos,ibis,Guarulhos,4,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P2_tier_a,Grupo Murano,rectkeR8wvNyGnkl1,A,false,true,asset_owner,64,64,reflag,3,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Hyatt Vivid Grand Island,Hyatt Vivid,Cancun,3,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P2_tier_a,"Enrique, Gustavo and Javier Tapia Camou",rec3uNXBcW95xB5Oe,A,false,true,asset_owner,62,62,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Sunscape Puerto Vallarta Resort & Spa,Sunscape Resorts & Spas,Puerto Vallarta,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P2_tier_a,"Gilberto, Tomasso Sandretto",recoGpr1KZ3ASbl1X,A,false,true,asset_owner,62,62,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Dreams Tulum Resort & Spa,Dreams Resorts & Spas,Tulum,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P2_tier_a,HOLA Hotels & Resorts,reccDxCBBwgZpq2OM,A,false,true,third_party_brand_decision,60,60,brand_renewal_window,5,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Ramada by Wyndham Hola Culiacan,Ramada,Culiacán,5,0,Approaching estimated brand/management renewal window — evaluate alternatives before recommit.
P2_tier_a,TM Real Estate Group,recZllqQ8CQxd1bsq,A,false,true,asset_owner,60,60,independent_unbranded,4,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,"The Fives Downtown Hotel & Residences, Curio Collection by Hilton",Curio Collection by Hilton,Playa Del Carmen,4,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""The Fives Downtown Hotel & Residences, Curio Collection by Hilton"" and portfolio."
P2_tier_a,Owner 1: CIBanco SA Institución de Banca Múltiple Fideicomiso Irrevocable DB/1616 | Owner 2: Fibra Inn,recwHrRP1VwoNXewd,A,false,true,third_party_brand_decision,60,60,brand_renewal_window,4,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Review mx seed fibra-inn; complete missing fields,fibra-inn,https://fibrainn.mx,Wyndham Garden Monterrey Valle Real,Wyndham Garden,Monterrey,4,0,Approaching estimated brand/management renewal window — evaluate alternatives before recommit.
P2_tier_a,Connor/Jacobson Hotels,recuEbZ2tokMFbhHl,A,false,true,third_party_brand_decision,60,60,independent_unbranded,3,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,"Grand Hotel Guayaquil, Ascend Hotel Collection",Ascend Collection,Guayaquil,3,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Grand Hotel Guayaquil, Ascend Hotel Collection"" and portfolio."
P2_tier_a,Habaguanex Tourist Company,recC4UYDYylbDgtue,A,false,true,asset_owner,58,58,independent_unbranded,12,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Hotel Florida,,Havana,12,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Hotel Florida"" and portfolio."
P2_tier_a,Park Royal Hotels & Resorts,recXVuGin3WuOUyU9,A,false,true,third_party_brand_decision,58,58,independent_unbranded,12,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Review mx seed park-royal; complete missing fields,park-royal,https://parkroyalhotels.com,Park Royal Homestay Los Cabos,,San Jose Del Cabo,12,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Park Royal Homestay Los Cabos"" and portfolio."
P2_tier_a,Hoteles Mision,recQo7hlJDmo0kSlk,A,false,true,third_party_brand_decision,58,58,independent_unbranded,7,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Hotel Mision Palenque,,Palenque,7,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Hotel Mision Palenque"" and portfolio."
P2_tier_a,Arriva Hospitality Group,recSnf97Z9e8uona8,A,false,true,third_party_brand_decision,58,58,independent_unbranded,7,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Review mx seed arriva-hospitality; complete missing fields,arriva-hospitality,https://arrivahospitality.com,Vista Playa de Oro Manzanillo,,Manzanillo,7,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Vista Playa de Oro Manzanillo"" and portfolio."
P2_tier_a,Hoteles Lucerna,recggWmI4jREBR1Lw,A,false,true,third_party_brand_decision,58,58,independent_unbranded,7,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Hotel Lucerna Culiacán,,Culiacán,7,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Hotel Lucerna Culiacán"" and portfolio."
