enrichmentPriority,ownerName,ownerTargetId,priorityTier,outreachReady,needsEnrichment,outreachTrack,intentScore,outreachScore,primaryDealTrigger,brandDecisionEligiblePropertyCount,contactName,contactEmail,contactPhone,contactLinkedIn,hasVerifiedPersonEmail,contactGaps,suggestedAction,mxCorporateSeedSlug,companyWebsite,topLeadAsset,topLeadBrand,topLeadCity,calaPropertyCount,linkedContactCount,pitchAngle
P4_medium_intent,Don Isidro Garcia,recnUGzy1oBa0sfGz,C,false,true,asset_owner,50,50,independent_unbranded,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Casa Colonial Beach and Spa,,Puerto Plata,1,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Casa Colonial Beach and Spa"" and portfolio."
P4_medium_intent,Arbelo Realty,recssV4tnsGHq8lc4,C,false,true,asset_owner,50,50,independent_unbranded,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Hotel El Tronco Inc,,,1,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Hotel El Tronco Inc"" and portfolio."
P4_medium_intent,Luque Family,recWisRGLmOUU5pFG,B,false,true,asset_owner,46,46,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Dreams  Playa Esmeralda,Dreams Resorts & Spas,,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P4_medium_intent,Grupo Hoteles Playa S.A.,recrmvclY8qjoGfa5,B,false,true,third_party_brand_decision,46,46,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Senator Puerto Plata Spa Resort,Senator,Puerto Plata,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P4_medium_intent,Riverhome Capital S.A.S.,rec2a3d67GR5VQIPM,C,false,true,asset_owner,46,46,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Hilton Garden Inn La Romana,Hilton Garden Inn,La Romana,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P4_medium_intent,Transamerican Hoteles S.A.,reca6lIFUWBWlPpiU,C,false,true,third_party_brand_decision,46,46,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Renaissance Santo Domingo Jaragua Hotel & Casino,Renaissance,Santo Domingo,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P5_backlog,Mullen Real Estate Capital,recInM1cvhNyluaOW,A,false,true,asset_owner,40,40,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Secrets Cap Cana Resorts & Spa,Secrets Resorts & Spas,Punta Cana,2,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P5_backlog,Advanced Asset Management,recXruYFX9pJIAxGi,A,false,true,asset_owner,40,40,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Wyndham Alltra Punta Cana All Inclusive Resort,Wyndham Alltra,Punta Cana,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P5_backlog,Rizek Group,recfr7SeBXSwJhCg4,A,false,true,asset_owner,40,40,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Dreams Dominicus La Romana,Dreams Resorts & Spas,La Romana,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P5_backlog,Grupo Santa Maria SA,recQfvFY3dJN3KjB9,B,false,true,asset_owner,40,40,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Dreams Macao Beach Punta Cana,Dreams Resorts & Spas,Punta Cana,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P5_backlog,Owner 1: Valonia SRL | Owner 2: Intermediarios De Inversiones SRL,recTonk1ItWFPds8x,B,false,true,asset_owner,40,40,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Wyndham Alltra Samana All Inclusive Resort,Wyndham Alltra,,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P5_backlog,Cobbo Bay Developers SA,recVQ3frHyKxBAnGO,B,false,true,asset_owner,40,40,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Dreams Cap Cana Resort & Spa,Dreams Resorts & Spas,Punta Cana,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P5_backlog,AMResorts,recxRDXAFSRHCeNtH,B,false,true,asset_owner,40,40,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Zoëtry Agua Punta Cana,Zoetry Wellness & Spa Resorts,Punta Cana,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P5_backlog,Majestic Resorts,recmx5AqgkBgH72Vr,A,false,true,third_party_brand_decision,36,36,independent_unbranded,3,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,https://majestic-resorts.com,Majestic Colonial Punta Cana,,Higuey,5,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Majestic Colonial Punta Cana"" and portfolio."
P5_backlog,Viva Resorts by Wyndham,recwEfDOdyAk1jKAg,B,false,true,asset_owner,34,39,independent_unbranded,0,Gustavo Viescas,gustavo.viescas@wyndham.com,00 1 800-559-8846,,true,missing_linkedin|needs_verified_phone|needs_verification_tier,LinkedIn search for primary exec; keep named email if present,,https://wyndhamhotels.com,"Viva Miches by Wyndham, a Trademark All Inclusive Resort",Trademark Collection by Wyndham,,1,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Viva Miches by Wyndham, a Trademark All Inclusive Resort"" and portfolio."
P5_backlog,Owner 1: NEXUM Hospitality | Owner 2: Metambiente S.A.,recHit4gyB05qQaRm,C,false,true,third_party_brand_decision,34,34,independent_unbranded,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,"Gran Hotel Europa Santo Domingo, Trademark by Wyndham",Trademark Collection by Wyndham,Santo Domingo,1,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Gran Hotel Europa Santo Domingo, Trademark by Wyndham"" and portfolio."
P5_backlog,Coral Gulf Assets Inc.,rec2ZVmID1QZckBX7,A,false,true,asset_owner,30,30,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,The St. Regis Cap Cana Resort,St. Regis,Punta Cana,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P5_backlog,Alvaro Pena,recczCd6mThQW5eFm,A,false,true,asset_owner,30,30,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Secrets Tides Punta Cana,Secrets Resorts & Spas,,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P5_backlog,Mac Hotels Group,reck4snFUS4u5fOkO,A,false,true,third_party_brand_decision,30,30,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,"W Punta Cana, Adult All-Inclusive",W Hotel,Punta Cana,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P5_backlog,Fermont Group SRL,recb6Kdm3YoBDCmJh,B,false,true,asset_owner,30,30,reflag,2,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Wyndham Garden El Morro Montecristi,Wyndham Garden,,2,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P5_backlog,Grupo Fuerte,rec12XlWLf1I4OntL,B,false,true,asset_owner,30,30,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Secrets Playa Esmeralda Resort & Spa,Secrets Resorts & Spas,,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P5_backlog,Noval Properties,rec4u2fj8MYSFrWq2,B,false,true,asset_owner,30,30,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Reserva Real Punta Cana By Harper,Harper Hotels,Punta Cana,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P5_backlog,"Grupo Deproc, Desarrollo de Proyectos del Cibao",rec6iaXUThsKjbYpo,C,false,true,asset_owner,30,30,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,AC Hotel Santiago de los Caballeros,AC Hotels by Marriott,,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P5_backlog,Hospital Metropolitano de Santiago,recBrSUw9c6ytOtf8,C,false,true,asset_owner,30,30,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Residence Inn by Marriott Santiago de los Caballeros,Residence Inn,,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P5_backlog,"Atlambar Management, S.A.S.",recTIqeSskVaNhTzZ,C,false,true,asset_owner,30,30,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Holiday Inn Puerto Plata-Cofresi Bay Area,Holiday Inn,,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P5_backlog,Owner 1: Tabacalera Palma | Owner 2: Gizeh Constructora SRL,recWszsL5wt5ChmUb,C,false,true,asset_owner,30,30,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Hampton by Hilton Santiago de los Caballeros,Hampton by Hilton,,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P5_backlog,Megeve Investments,recwvwHivJlHn1Pzp,C,false,true,asset_owner,30,30,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Kimpton Las Mercedes-Santo Domingo,Kimpton,,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P5_backlog,Grupo De Valle,recy4YCJg2CChB1BK,C,false,true,asset_owner,30,30,reflag,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Days Inn by Wyndham Juan Dolio,Days Inn,,1,0,Owner-operator separation on CALA assets — reflag/operator RFP decision support.
P5_backlog,Sirenis Hotels & Resorts,rec7haHAHc9MJX9mc,A,false,true,third_party_brand_decision,28,28,independent_unbranded,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Grand Sirenis Punta Cana Resort,,Punta Cana,3,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Grand Sirenis Punta Cana Resort"" and portfolio."
P5_backlog,Promotora Cilcama S.A.S.,recqX9HZk5EhaiX4U,A,false,true,asset_owner,28,28,independent_unbranded,2,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,"Casa Marina Sosua, Trademark by Wyndham All Inclusive",Trademark Collection by Wyndham,Sosua,2,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Casa Marina Sosua, Trademark by Wyndham All Inclusive"" and portfolio."
P5_backlog,Lopesan Group,recBeeT4883dATxqW,A,false,true,asset_owner,28,28,independent_unbranded,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,"Lopesan Costa Bavaro Resort, Spa & Casino",,Punta Cana,1,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Lopesan Costa Bavaro Resort, Spa & Casino"" and portfolio."
P5_backlog,"Inversiones Ginark, S.A.S.",recLZIle3Elv28AqO,A,false,true,asset_owner,28,28,independent_unbranded,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,"Sanctuary Cap Cana, a Luxury Collection Resort, Dominican Republic, Adult All-Inclusive",Luxury Collection,Punta Cana,1,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Sanctuary Cap Cana, a Luxury Collection Resort, Dominican Republic, Adult All-Inclusive"" and portfolio."
P5_backlog,Authentic Brands Group LLC,recwlH2ObcIwgVTct,A,false,true,asset_owner,28,28,independent_unbranded,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Sports Illustrated Resorts Marina & Villas Cap Cana,,,1,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Sports Illustrated Resorts Marina & Villas Cap Cana"" and portfolio."
P5_backlog,Mint Hotels & Residences,recsRixmUJSMypSzS,B,false,true,third_party_brand_decision,28,28,independent_unbranded,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,The Bannister Hotel & Yacht Club,,,1,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""The Bannister Hotel & Yacht Club"" and portfolio."
P5_backlog,Juan Pelayo,rect4VJD5oHHqFnT4,B,false,true,asset_owner,28,28,independent_unbranded,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,The Fishing Lodge Cap Cana,,Punta Cana,1,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""The Fishing Lodge Cap Cana"" and portfolio."
P5_backlog,Joachim Wagner,recAKFncN2f6lUgrq,C,false,true,asset_owner,28,28,independent_unbranded,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Boutique Hotel Palacio,,Santo Domingo,1,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Boutique Hotel Palacio"" and portfolio."
P5_backlog,Reina Santo SRL,recFeQVtJJ2rNEzkS,C,false,true,asset_owner,28,28,independent_unbranded,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Billini Hotel,,Santo Domingo,1,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Billini Hotel"" and portfolio."
P5_backlog,Solaya Hotels & Resorts,recL0Km4XnG7GfPlT,C,false,true,third_party_brand_decision,28,28,independent_unbranded,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Eden Roc at Cap Cana,,Punta Cana,1,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Eden Roc at Cap Cana"" and portfolio."
P5_backlog,"Valetta Holdings, S.R.L.",recOgWiCvxjLz074d,C,false,true,asset_owner,28,28,independent_unbranded,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,"The Ocean Club, a Luxury Collection Resort, Costa Norte",Luxury Collection,Sosua,1,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""The Ocean Club, a Luxury Collection Resort, Costa Norte"" and portfolio."
P5_backlog,ACH Hoteles & Resorts,recPgSjrQoGcJrtmT,C,false,true,third_party_brand_decision,28,28,independent_unbranded,1,,,,,false,missing_contact_name|missing_contact_channel|needs_verification_tier,Manual corp web research + registry optional,,,Blue Beach Punta Cana Luxury Resort,,,1,0,"Independent CALA hotel owner — brand/franchise evaluation workspace for ""Blue Beach Punta Cana Luxury Resort"" and portfolio."
